2015-08-15	0
2015-08-16	1
2015-08-17	0
2015-08-18	1
2015-08-19	0
2015-08-20	1
2015-08-21	0
2015-08-22	0
2015-08-23	3
2015-08-24	1
2015-08-25	2
2015-08-26	0
2015-08-27	0
2015-08-28	2
2015-08-29	0
2015-08-30	0
2015-08-31	0
2015-09-01	0
2015-09-02	6
2015-09-03	1
2015-09-04	2
2015-09-05	1
2015-09-06	0
2015-09-07	0
2015-09-08	0
2015-09-09	0
2015-09-10	1
2015-09-11	1
2015-09-12	1
2015-09-13	0
2015-09-14	1
2015-09-15	1
2015-09-16	2
2015-09-17	0
2015-09-18	2
2015-09-19	1
2015-09-20	3
2015-09-21	4
2015-09-22	1
2015-09-23	0
2015-09-24	2
2015-09-25	1
2015-09-26	3
2015-09-27	1
2015-09-28	2
2015-09-29	2
2015-09-30	2
2015-10-01	1
2015-10-02	8
2015-10-03	1
2015-10-04	2
2015-10-05	3
2015-10-06	2
2015-10-07	3
2015-10-08	4
2015-10-09	6
2015-10-10	2
2015-10-11	4
2015-10-12	7
2015-10-13	1
2015-10-14	4
2015-10-15	3
2015-10-16	0
2015-10-17	3
2015-10-18	4
2015-10-19	3
2015-10-20	3
2015-10-21	3
2015-10-22	6
2015-10-23	3
2015-10-24	9
2015-10-25	7
2015-10-26	6
2015-10-27	13
2015-10-28	9
2015-10-29	6
2015-10-30	4
2015-10-31	3
2015-11-01	11
2015-11-02	3
2015-11-03	9
2015-11-04	3
2015-11-05	9
2015-11-06	7
2015-11-07	7
2015-11-08	4
2015-11-09	5
2015-11-10	4
2015-11-11	13
2015-11-12	4
2015-11-13	49
2015-11-14	10
2015-11-15	35
2015-11-16	24
2015-11-17	20
2015-11-18	11
2015-11-19	30
2015-11-20	13
2015-11-21	84
2015-11-22	47
2015-11-23	39
2015-11-24	28
2015-11-25	13
2015-11-26	16
2015-11-27	32
2015-11-28	66
2015-11-29	72
2015-11-30	37
2015-12-01	31
2015-12-02	29
2015-12-03	14
2015-12-04	39
2015-12-05	98
2015-12-06	67
2015-12-07	29
2015-12-08	23
2015-12-09	21
2015-12-10	29
2015-12-11	34
2015-12-12	23
2015-12-13	19
2015-12-14	11
2015-12-15	10
2015-12-16	12
2015-12-17	13
2015-12-18	8
2015-12-19	9
2015-12-20	3
2015-12-21	8
2015-12-22	9
2015-12-23	8
2015-12-24	5
2015-12-25	4
2015-12-26	4
2015-12-27	6
2015-12-28	2
2015-12-29	2
2015-12-30	6
2015-12-31	1
